ISO_N3_EH,SOVEREIGNT,num,totalanimaldens_15,totalanimaldens_20,totalanimalvol_20,totalcalories_20,totalfats_20,totalprt_20,animal
528,Netherlands,131,451228.74772393703,513000.00000000006,407014.1999999996,280839797999.99976,16687582199.999983,14652511199.999987,goatmilk
620,Portugal,132,367953.55860328674,312710.0000000001,31208.458000000017,21533836020.00001,1279546778.0000007,1123504488.0000007,goatmilk
724,Spain,133,2747822.0412853025,1890489.9999999967,523854.77899999986,361459797509.99994,21478045938.999992,18858772043.999996,goatmilk
372,Ireland,134,0,0,0,0,0,0,goatmilk
540,France,135,0,0,0,0,0,0,goatmilk
090,Solomon Islands,136,0,0,0,0,0,0,goatmilk
554,New Zealand,137,0,0,0,0,0,0,goatmilk
036,Australia,138,0,0,0,0,0,0,goatmilk
144,Sri Lanka,139,276488.2818341255,140776.00000000032,15386.816800000017,10616903592.000011,630859488.8000007,553925404.8000007,goatmilk
156,China,140,141640310.88861263,1222022.000000001,220208.36440000296,151943771436.00204,9028542940.40012,7927501118.400106,goatmilk
158,Taiwan,141,147394.15753172338,38543.00000000004,13197.123199999989,9106015007.999992,541082051.1999996,475096435.19999963,goatmilk
380,Italy,142,935448.5942781316,826389.9999999998,61235.4989999999,42252494309.99993,2510655458.9999957,2204477963.9999967,goatmilk
208,Denmark,143,0,0,0,0,0,0,goatmilk
826,United Kingdom,144,0,0,0,0,0,0,goatmilk
352,Iceland,145,0,0,0,0,0,0,goatmilk
031,Azerbaijan,146,670178.3936305046,104678.00000000013,5338.578000000008,3683618820.0000052,218881698.0000003,192188808.00000027,goatmilk
268,Georgia,147,62261.93547603488,33300.00000000001,3439.8899999999985,2373524099.999999,141035489.99999994,123836039.99999996,goatmilk
608,Philippines,148,0,0,0,0,0,0,goatmilk
458,Malaysia,149,0,0,0,0,0,0,goatmilk
096,Brunei,150,0,0,0,0,0,0,goatmilk
705,Slovenia,151,21306.347323417664,5118.000000000002,2059.995000000001,1421396550.0000005,84459795.00000003,74159820.00000003,goatmilk
246,Finland,152,0,0,0,0,0,0,goatmilk
703,Slovakia,153,0,0,0,0,0,0,goatmilk
203,Czechia,154,0,0,0,0,0,0,goatmilk
232,Eritrea,155,1812774.236413002,184181.99999999994,9356.445600000015,6455947464.0000105,383614269.60000056,336832041.60000056,goatmilk
392,Japan,156,0,0,0,0,0,0,goatmilk
600,Paraguay,157,0,0,0,0,0,0,goatmilk
887,Yemen,158,9266178.565768242,1691484.9999999972,76793.41900000013,52987459110.00009,3148530179.0000052,2764563084.000005,goatmilk
682,Saudi Arabia,159,3579780.0112612955,2089831.0000000056,95923.24290000022,66187037601.000145,3932852958.9000087,3453236744.4000077,goatmilk
010,Antarctica,160,0,0,0,0,0,0,goatmilk
-99,Northern Cyprus,161,0,0,0,0,0,0,goatmilk
196,Cyprus,162,190939.81838989258,177590,34345.90599999999,23698675139.999992,1408182145.9999993,1236452615.9999995,goatmilk
504,Morocco,163,6280414.60243386,1600700.9999999974,45780.04859999974,31588233533.99982,1876981992.5999892,1648081749.5999906,goatmilk
818,Egypt,164,3966522.674958229,699999.9999999991,31990.00000000013,22073100000.00009,1311590000.0000052,1151640000.0000048,goatmilk
434,Libya,165,2369619.2898031548,633242.0000000008,20327.06820000005,14025677058.000032,833409796.2000018,731774455.2000017,goatmilk
231,Ethiopia,166,29893489.928280473,1703579.000000005,59795.62290000011,41258979801.00008,2451620538.9000044,2152642424.400004,goatmilk
262,Djibouti,167,0,0,0,0,0,0,goatmilk
-99,Somaliland,168,0,0,0,0,0,0,goatmilk
800,Uganda,169,0,0,0,0,0,0,goatmilk
646,Rwanda,170,2504530.6098537445,640828.9999999999,51714.90029999997,35683281206.99998,2120310912.2999985,1861736410.799999,goatmilk
070,Bosnia and Herzegovina,171,0,0,0,0,0,0,goatmilk
807,North Macedonia,172,85494.24672031403,70131.99999999991,16032.175199999992,11062200887.999994,657319183.1999996,577158307.1999997,goatmilk
688,Republic of Serbia,173,176575.54122543335,119144.99999999993,34706.93850000002,23947787565.00001,1422984478.5000007,1249449786.0000007,goatmilk
499,Montenegro,174,30344.832460165024,19335.999999999996,4830.132799999997,3332791631.999998,198035444.79999986,173884780.7999999,goatmilk
-99,Kosovo,175,0,0,0,0,0,0,goatmilk
780,Trinidad and Tobago,176,0,0,0,0,0,0,goatmilk
728,South Sudan,177,13441202.351198882,8493323.99999996,542723.4036000009,374479148484.0006,22251659547.600033,19538042529.600033,goatmilk
